,Restaurant,City,Area,Address,Food type,Price,Avg ratings,Total ratings,longitude,latitude
9427,Its Shawarma,Mumbai,Chembur,Chembur,"Lebanese,Kebabs,Salads,Healthy Food",250.0,2.9,80,72.9011399,19.0626319
9428,Swagat Veg Non Veg,Pune,Shivaji Nagar,Shivaji Nagar,"North Indian,Biryani,Tandoor,Kebabs",200.0,2.9,80,73.7729748,18.6062334
9429,Dharu Snacks,Hyderabad,Himayath Nagar,Himayath Nagar,"Indian,Combo",350.0,2.9,80,78.48466897611767,17.398225038981398
9430,The Choco World,Pune,Kothrud,Kothrud,Beverages,200.0,2.9,80,73.79512500461689,18.506238
9431,Paaji De Parathe,Ahmedabad,Navrangpura,Navrangpura,North Indian,200.0,2.9,80,72.5641854,23.0355882
9432,Bhagyalaxmi Dhaba,Hyderabad,Himayath Nagar,Himayath Nagar,Indian  Chinese  Combo,250.0,2.9,80,78.48466897611767,17.398225038981398
9433,Chaap Story,Ahmedabad,Navrangpura,Navrangpura,North Indian,200.0,2.9,80,72.5641854,23.0355882
9434,1000 Spicy,Ahmedabad,Vastrapur,Vastrapur,Indian,350.0,2.9,80,72.53627477922322,23.0308597
9435,Getawhey - Healthy Ice Creams,Mumbai,Kurla,Kurla,"Desserts,Ice Cream",250.0,2.9,80,72.8847136,19.0629954
9436,Om Sadguru Snacks Center,Pune,Shivaji Nagar,Shivaji Nagar,"South Indian,Snacks",120.0,2.9,80,73.7729748,18.6062334
9437,Lajawab Biryani Corner,Delhi,Rohini,Rohini,"Biryani,Chinese",350.0,2.9,80,77.11627651586947,28.75081525
9438,Cheese And Crust,Pune,Kothrud,Kothrud,"Pizzas,Fast Food,Beverages",300.0,2.9,80,73.79512500461689,18.506238
9439,Raagam Foods,Hyderabad,Ameerpet,Ameerpet,Biryani,300.0,2.9,80,78.4447343,17.4355002
9440,Sonu De Snacks,Hyderabad,Ameerpet,Ameerpet,Pizzas  North Indian  Fast Food,150.0,2.9,80,78.4447343,17.4355002
9441,Bijing Chef,Hyderabad,Banjara Hills,Banjara Hills,Chinese,180.0,2.9,80,78.4310177,17.430131
9442,Happy Kydz Cafe,Bangalore,Indiranagar,Indiranagar,"Fast Food,Beverages",200.0,2.9,80,77.64687767290454,12.9694164
9443,Kathleen Cake Shop,Kolkata,Dumdum,Dumdum,Bakery  Fast Food  Snacks,200.0,2.9,80,88.3937234,22.6195485
9444,Meat Com,Chennai,Royapettah,Royapettah,North Indian,400.0,2.9,80,80.2640725202819,13.0547217
9445,The Food Tower,Kolkata,Lake Town,Lake Town,"Indian,Chinese,Combo",250.0,2.9,80,88.40669814344696,22.60010775
9446,Ikk Punjab,Pune,Viman Nagar,Viman Nagar,"North Indian,Chinese,Desserts",500.0,2.9,80,73.9138943,18.5640691
9447,Lovespell Ice Creams,Bangalore,Koramangala,Koramangala,"Ice Cream,Beverages",200.0,2.9,80,77.6141769,12.9355957
9448,King Of Chinese,Pune,Swargate,Swargate,Chinese,200.0,2.9,80,73.85290370572457,18.500494850000003
9449,Food Planet Restaurant,Hyderabad,Mehdipatnam,Mehdipatnam,"Chinese,North Indian",200.0,2.9,80,78.4392847,17.3946168
9450,Nashta Am Pm,Pune,Baner,Baner,"Chinese,Fast Food",250.0,2.9,80,73.79154358909054,18.55953295
9451,Red Chilly,Kolkata,Salt Lake,Salt Lake,"Chinese,Combo",400.0,2.9,80,88.41232712421045,22.59175005
9452,Spycey Kitchen,Mumbai,Chembur,Chembur,"Indian,Beverages",350.0,2.9,80,72.9011399,19.0626319
9453,Bohemian Cafe,Kolkata,Jadavpur,Jadavpur,"Continental,Mexican,Chinese",300.0,2.9,80,88.3749813,22.4951079
9454,Noni Ramish Nataraj Restaurant,Kolkata,Dumdum,Dumdum,"Indian,Biryani,Chinese",540.0,2.9,80,88.3937234,22.6195485
9455,Tea Time Paratha House,Pune,Bibwewadi,Bibwewadi,"Indian,Punjabi",250.0,2.9,80,73.8754318257952,18.48190885
9456,My Sugarpot,Ahmedabad,Navrangpura,Navrangpura,"Beverages,Snacks",250.0,2.9,80,72.5641854,23.0355882
9457,Modi S Punjabi Tadka,Surat,Sarthana,Sarthana,"Punjabi,Indian",250.0,2.9,80,72.90334759999999,21.2316178
9458,The Asian Place,Mumbai,Andheri East,Andheri East,Indian,400.0,4.7,20,72.8675588,19.127716
9459,Wok Of Life,Chennai,Nungambakkam,Nungambakkam,"Chinese,Combo,Beverages",600.0,2.9,80,80.232839,13.065841
9460,Creamy Cake Pops,Chennai,Mylapore,Mylapore,Bakery,800.0,2.9,80,80.266444,13.032611
9461,Samaira Caterers,Mumbai,Powai,Powai,Chinese  North Indian  Fast Food  Beverages,300.0,2.9,80,72.9052217,19.1174696
9462,Ronak Pav Bhaji And Juice Bar,Pune,Shivaji Nagar,Shivaji Nagar,"Street Food,Indian,Beverages,Fast Food,Ice Cream,Pizzas",200.0,2.9,80,73.7729748,18.6062334
9463,The Baklava Company,Bangalore,Central Bangalore,Central Bangalore,Desserts,300.0,2.9,80,77.5271876,12.9681914
9464,Urban Food House,Delhi,Rajouri Garden,Rajouri Garden,"Chinese,Continental,Fast Food",150.0,2.9,80,77.1242597,28.6511896
9465,The Red Velvet Bakery,Kolkata,Central Kolkata,Central Kolkata,Bakery  Fast Food  Snacks,200.0,2.9,80,88.3587427,22.5724857
9466,Atithi Family Restaurant And Bar,Pune,Kothrud,Kothrud,"Indian,Chinese,Desserts",200.0,2.9,80,73.79512500461689,18.506238
9467,The Tim Cafe,Hyderabad,Ameerpet,Ameerpet,Snacks  Mexican  Pizzas  Italian,200.0,2.9,80,78.4447343,17.4355002
9468,Food Studio,Hyderabad,Nallakunta & Vidyanagar,Nallakunta & Vidyanagar,"Indian,Chinese,Arabian,Fast Food",220.0,2.9,80,78.5096907,17.4030446
9469,Urban Kadhai Co.,Ahmedabad,Navrangpura,Navrangpura,"North Indian,Combo,Kebabs,Biryani,Punjabi,Thalis,Indian,Tandoor",200.0,2.9,80,72.5641854,23.0355882
9470,Zees Kitchen,Kolkata,South Kolkata,South Kolkata,Fast Food,200.0,2.9,80,88.3202144,22.4592977
9471,Energy Bowls,Bangalore,R.T. Nagar,R.T. Nagar,"Snacks,Fast Food",150.0,2.9,80,77.5920609,13.0251833
9472,Rapid Fire,Pune,Swargate,Swargate,Chinese,150.0,2.9,80,73.85290370572457,18.500494850000003
9473,Oye! Tandoor,Ahmedabad,Navrangpura,Navrangpura,"Indian,Arabian",200.0,2.9,80,72.5641854,23.0355882
9474,Hotel Nava Rusi,Chennai,Vadapalani,Vadapalani,"Indian,Chinese",250.0,2.9,80,80.2120661,13.0509304
9475,Mehfil,Kolkata,Dumdum,Dumdum,"Chinese,North Indian,Tandoor",250.0,2.9,80,88.3937234,22.6195485
9476,Lazeez Handi Biryani,Delhi,Rohini,Rohini,"Biryani,Chinese,Beverages",350.0,2.9,80,77.11627651586947,28.75081525
9477,Handi Biryani Kingdom,Delhi,Rohini,Rohini,"Biryani,Chinese,Beverages",350.0,2.9,80,77.11627651586947,28.75081525
9478,Handi Biryani Wala,Delhi,Rohini,Rohini,"Biryani,Chinese,Beverages",350.0,2.9,80,77.11627651586947,28.75081525
9479,Handi Biryani Empire,Delhi,Rohini,Rohini,"Biryani,Chinese,Beverages",350.0,2.9,80,77.11627651586947,28.75081525
9480,Handi Biryani,Delhi,Rohini,Rohini,"Biryani,Chinese,Beverages",350.0,2.9,80,77.11627651586947,28.75081525
9481,Le Shawarmez,Chennai,Purasawalkam,Purasawalkam,"Snacks,Beverages",200.0,2.9,80,80.25542324212729,13.08598976305603
9482,Awfis Space Solution Private Limited(Kloud Kitchen,Kolkata,Sector V Salt Lake,Sector V Salt Lake,Fast Food  Beverages,500.0,2.9,80,88.4352082438393,22.57902135
9483,Snack On Sushi,Kolkata,South Kolkata,South Kolkata,"Chinese,Beverages",1000.0,2.9,80,88.3202144,22.4592977
9484,Samarth Pav Bhaji Juice Centre,Pune,Kothrud,Kothrud,"Street Food,Pizzas",200.0,2.9,80,73.79512500461689,18.506238
9485,Shetty'S Karavali,Bangalore,Frazer Town,Frazer Town,"South Indian,Seafood,Biryani,Beverages",500.0,2.9,80,77.6169041,12.9957008
9486,New Neeta Veg And Nonveg,Pune,Shivaji Nagar,Shivaji Nagar,"Indian,Biryani",300.0,2.9,80,73.7729748,18.6062334
9487,Desi Khana,Bangalore,Banashankari,Banashankari,"North Indian,Chinese,Thalis",300.0,2.9,80,77.5573584,12.9416198
9488,Grill It,Chennai,Perambur,Perambur,"Chinese,Grill,Tandoor",150.0,2.9,80,80.2444143,13.107719
9489,Awesome Dimsum,Hyderabad,Himayath Nagar,Himayath Nagar,North Indian,600.0,2.9,80,78.48466897611767,17.398225038981398
9490,Rollswich Point,Bangalore,Indiranagar,Indiranagar,Fast Food,400.0,2.9,80,77.64687767290454,12.9694164
9491,Bb Bucket Biryani,Bangalore,Central Bangalore,Central Bangalore,"Biryani,North Indian,Chinese,Seafood",700.0,2.9,80,77.5271876,12.9681914
9492,Sagas Foods,Chennai,Royapettah,Royapettah,"Sweets,Beverages,Chaat",100.0,2.9,80,80.2640725202819,13.0547217
9493,The Royal Restaurant,Chennai,Perambur,Perambur,"Chinese,Indian",300.0,2.9,80,80.2444143,13.107719
9494,Manora Chinese And Fast Food,Mumbai,Kurla,Kurla,Chinese,250.0,2.9,80,72.8847136,19.0629954
9495,Chinese \Rstation,Pune,Kondhwa,Kondhwa,Chinese,250.0,2.9,80,73.88560128552304,18.492195917790585
9496,Swad Casa,Pune,Camp,Camp,"Chinese,North Indian",400.0,2.9,80,74.5080302,15.8595329
9497,Kolkata@91,Kolkata,Salt Lake,Salt Lake,"Fast Food,Snacks,Beverages,Pastas",150.0,2.9,80,88.41232712421045,22.59175005
9498,The Goan Feni Tales,Mumbai,Powai,Powai,Goan  Seafood,900.0,2.9,80,72.9052217,19.1174696
9499,T Shop,Chennai,Royapettah,Royapettah,"Beverages,Snacks,Indian,Fast Food",150.0,2.9,80,80.2640725202819,13.0547217
9500,Rolling Rolls,Mumbai,Powai,Powai,"Snacks,Fast Food",250.0,2.9,80,72.9052217,19.1174696
9501,Thali Wala,Bangalore,Banashankari,Banashankari,"Indian,Chinese,Desserts",300.0,2.9,80,77.5573584,12.9416198
9502,Vegan Vogue,Bangalore,Indiranagar,Indiranagar,"Healthy Food,Mexican",1000.0,2.9,80,77.64687767290454,12.9694164
9503,Swage A Stomach Settler,Mumbai,Kurla East Nehru Nagar,Kurla Mumbai,"Pastas,Pizzas,Beverages",250.0,2.9,80,72.88055396270302,19.0587797
9504,Mama Chicken,Delhi,Keshav Puram,Keshav Puram,"Chinese,North Indian,Pastas,Snacks,Mughlai",450.0,2.9,80,77.156688,28.691085
9505,Siddhivinayak Restaurant,Mumbai,Kurla,Kurla,"Chinese,North Indian,Fast Food,Biryani",200.0,2.9,80,72.8847136,19.0629954
9506,Seiko Grill,Chennai,Purasawalkam,Purasawalkam,"Chinese,Beverages",200.0,2.9,80,80.25542324212729,13.08598976305603
9507,Gurukrupa Paratha'S- Since 1985,Pune,Kondhwa,Kondhwa,"North Indian,Biryani",200.0,2.9,80,73.88560128552304,18.492195917790585
9508,Kokan Fresh Fish,Pune,Kothrud,Kothrud,"Maharashtrian,Seafood",350.0,2.9,80,73.79512500461689,18.506238
9509,Kd Bhajipavpulav,Ahmedabad,Paldi & Ambawadi,Paldi & Ambawadi,"Street Food,Indian",300.0,2.9,80,72.55463516895523,23.0209298
9510,Juice Box Alwarpet,Chennai,Alwarpet,Alwarpet,"Beverages,Juices,Fast Food,Chinese,Snacks",150.0,2.9,80,80.2559271,13.0380814
9511,Khana Khajana,Kolkata,Salt Lake,Salt Lake,"Chinese,Arabian,Mughlai",400.0,2.9,80,88.41232712421045,22.59175005
9512,Gharib Nawaz Fast Food & Biryani,Hyderabad,Charminar,Charminar,"Chinese,Beverages",200.0,2.9,80,78.47464213773966,17.361602400000002
9513,Natures Love Momo,Mumbai,Bandra West,Bandra West,Chinese,200.0,2.9,80,72.827140952389,19.0555914
9514,Jahanvee Restaurant,Ahmedabad,Navrangpura,Navrangpura,"North Indian,Chinese,Pizzas,Desserts",700.0,2.9,80,72.5641854,23.0355882
9515,Rasila Fast Food,Ahmedabad,Maninagar,Maninagar,"Chinese,Fast Food,Tandoor",200.0,2.9,80,72.6114013,22.9986596
9516,Sree Ganesha Fruit Juice Centre,Bangalore,Frazer Town,Frazer Town,"Beverages,Juices,Snacks,Fast Food",300.0,2.9,80,77.6169041,12.9957008
9517,Sanjib Da Dhaba 4U,Kolkata,New Area,New Area,"North Indian,Biryani,Seafood",500.0,2.9,80,88.4558557,22.5743093
9518,English Thyme Restaurant,Bangalore,Koramangala,Koramangala,Indian,300.0,2.9,80,77.6141769,12.9355957
9519,Kekiz-The Cake Shop,Ahmedabad,Paldi & Ambawadi,Paldi & Ambawadi,"Bakery,Desserts",150.0,2.9,80,72.55463516895523,23.0209298
9520,A'La Liberty,Hyderabad,Charminar,Charminar,"North Indian,Chinese,Biryani",450.0,4.3,20,78.47464213773966,17.361602400000002
9521,Aaharadi,Kolkata,Lake Town,Lake Town,"Chinese,Indian",300.0,2.9,80,88.40669814344696,22.60010775
9522,K2 Parotta & Biriyani,Chennai,Egmore,Egmore,"North Indian,Biryani,Chinese",400.0,2.9,80,80.26116850986952,13.078358349999998
9523,Kwality Wall S Frozen Dessert & Ice Cream Shop,Hyderabad,Himayath Nagar,Himayath Nagar,"Ice Cream,Desserts",200.0,2.9,80,78.48466897611767,17.398225038981398
9524,Cakes By Mama Mia!,Kolkata,Salt Lake,Salt Lake,"Bakery,Desserts",300.0,2.9,80,88.41232712421045,22.59175005
9525,Cafe 9/10,Mumbai,Kurla,Kurla,"Chinese,Indian,Biryani",400.0,2.9,80,72.8847136,19.0629954
9526,Reggae Cafe And Lounge,Kolkata,Sarat Park,Sarat Park,Pizzas  Chinese  Pastas  Beverages,400.0,2.9,80,88.35261397843968,22.51856525
9527,The Deccan Spice Restaurant,Pune,Shivaji Nagar,Shivaji Nagar,"North Indian,Malwani,Desserts,Chinese",500.0,2.9,80,73.7729748,18.6062334
9528,Ahar Amaze,Kolkata,South Kolkata,South Kolkata,"Indian,Chinese",200.0,2.9,80,88.3202144,22.4592977
9529,Appayan,Kolkata,Dumdum,Dumdum,"Chinese,Combo",300.0,2.9,80,88.3937234,22.6195485
9530,Mumbaiya Misal And Vadapav,Ahmedabad,Navrangpura,Navrangpura,Snacks,150.0,2.9,80,72.5641854,23.0355882
9531,Aagman Punjabi And Chinese Food Corner,Surat,Dindoli,Dindoli,"North Indian,Chinese,Thalis",300.0,2.9,80,72.865635,21.15686
9532,Madhu'S Biryani,Kolkata,Dumdum,Dumdum,Biryani,260.0,2.9,80,88.3937234,22.6195485
9533,Shahi Tandoor,Delhi,Rohini,Rohini,"Tandoor,Indian",300.0,2.9,80,77.11627651586947,28.75081525
9534,Al Mizan Biryani House,Pune,Shivaji Nagar,Shivaji Nagar,"Biryani,North Indian",250.0,2.9,80,73.7729748,18.6062334
9535,Daksh Rasoi,Delhi,Ashok Vihar,Ashok Vihar,"North Indian,Thalis,Combo",500.0,2.9,80,77.1739339,28.6885171
9536,Breatato Co,Pune,Bibwewadi,Bibwewadi,"Street Food,Continental,Combo",300.0,2.9,80,73.8754318257952,18.48190885
9537,Taco Street,Bangalore,Indiranagar,Indiranagar,"Mexican,Desserts,Beverages",250.0,2.9,80,77.64687767290454,12.9694164
9538,Leenas Kitchen,Chennai,Purasawalkam,Purasawalkam,Bakery,250.0,2.9,80,80.25542324212729,13.08598976305603
9539,Saarangi Restaurant,Hyderabad,Uppal,Uppal,South Indian  North Indian,590.0,2.9,80,78.5612562,17.4025091
9540,Mad Over Madras,Chennai,Kodambakkam,Kodambakkam,"Snacks,Pastas,Desserts",500.0,2.9,80,80.2306892,13.0516624
9541,Jango'Z,Chennai,Perambur,Perambur,"Pizzas,Desserts",400.0,2.9,80,80.2444143,13.107719
9542,Lovely Biriyani,Kolkata,Dumdum,Dumdum,Biryani,300.0,2.9,80,88.3937234,22.6195485
9543,Punjab National Hotel,Hyderabad,Banjara Hills,Banjara Hills,"Punjabi,North Indian",800.0,2.9,80,78.4310177,17.430131
9544,Meal Bowl,Pune,Kothrud,Kothrud,"North Indian,Chinese",400.0,2.9,80,73.79512500461689,18.506238
9545,Modern Khichdi,Pune,Kothrud,Kothrud,North Indian,400.0,2.9,80,73.79512500461689,18.506238
9546,Veg Sutra,Pune,Kothrud,Kothrud,"North Indian,Chinese",400.0,2.9,80,73.79512500461689,18.506238
9547,Hurried & Hungry,Kolkata,North Dumdum,North Dumdum,"Chinese,Snacks",200.0,2.9,80,88.44672447479577,22.6564623
9548,Malvan Ch Kalvan,Pune,Swargate,Swargate,"Thalis,Biryani",240.0,2.9,80,73.85290370572457,18.500494850000003
9549,Urban Sandwich Co,Pune,Baner,Baner,Fast Food,400.0,2.9,80,73.79154358909054,18.55953295
9550,Tandoori Bites,Delhi,Rohini,Rohini,"Indian,North Indian,Fast Food",500.0,2.9,80,77.11627651586947,28.75081525
9551,Five Star Chicken / Haleem Departmental Stores,Chennai,T Nagar,T Nagar,"American,Snacks",200.0,2.9,80,80.2193838,13.0952815
9552,Ajooba Food Court,Hyderabad,Mehdipatnam,Mehdipatnam,"Chinese,Sweets,Beverages",250.0,2.9,80,78.4392847,17.3946168
9553,Kitchen Queen,Delhi,Rohini,Rohini,"Indian,Combo,Beverages",200.0,2.9,80,77.11627651586947,28.75081525
9554,Pooja Food Mart,Kolkata,Tangra,Tangra,Chinese  Indian,200.0,2.9,80,88.38929911715711,22.543986825504536
9555,Potbhar Biryani House,Pune,Kothrud,Kothrud,"Indian,Combo",380.0,2.9,80,73.79512500461689,18.506238
9556,Chef Special,Kolkata,Kestopur,Kestopur,"Chinese,North Indian,Seafood,Biryani",300.0,2.9,80,88.4256283,22.5797308
9557,Vanga Jii,Chennai,Vadapalani,Vadapalani,"North Indian,Lebanese,South Indian",400.0,2.9,80,80.2120661,13.0509304
9558,Hotel Satluj,Ahmedabad,Naroda,Naroda,"North Indian,Mughlai",500.0,2.9,80,72.6580946,23.0854097
9559,Masty Foods,Ahmedabad,Vastrapur,Vastrapur,"North Indian,Chinese,Biryani,Tandoor",400.0,2.9,80,72.53627477922322,23.0308597
9560,Look At Me,Hyderabad,Himayath Nagar,Himayath Nagar,"Pizzas,Snacks,Beverages",338.0,2.9,80,78.48466897611767,17.398225038981398
9561,Taj Bakery,Hyderabad,Uppal,Uppal,Bakery,200.0,2.9,80,78.5612562,17.4025091
9562,New Karnavati Dabeli,Ahmedabad,Maninagar,Maninagar,"Snacks,Fast Food,Pizzas",100.0,2.9,80,72.6114013,22.9986596
9563,Lassi N Shakes,Chennai,Kilpauk,Kilpauk,"American,Italian,Pizzas,Snacks,Healthy Food,Juices,Beverages",160.0,2.9,80,80.2433369,13.0785984
9564,Between Bread,Ahmedabad,Naranpura,Naranpura,"Snacks,Pizzas,Beverages",150.0,2.9,80,72.5601871,23.0553948
9565,Pan & Grill,Delhi,Rohini,Rohini,Snacks,200.0,2.9,80,77.11627651586947,28.75081525
9566,Noto - Healthy Ice Cream,Chennai,Royapettah,Royapettah,"Healthy Food,Ice Cream",250.0,2.9,80,80.2640725202819,13.0547217
9567,Kulhad Masti,Ahmedabad,Naranpura,Naranpura,Beverages,350.0,2.9,80,72.5601871,23.0553948
9568,Craving Adda,Mumbai,Kurla,Kurla,Chinese,400.0,2.9,80,72.8847136,19.0629954
9569,Rana'S Hunger Halt,Mumbai,Chembur,Chembur,Chinese  Indian,500.0,2.9,80,72.9011399,19.0626319
9570,The Curry Story,Mumbai,Andheri East,Andheri East,"Indian,Biryani,Beverages",400.0,2.9,80,72.8675588,19.127716
9571,The Pepper Wok,Mumbai,Andheri East,Andheri East,Chinese,400.0,2.9,80,72.8675588,19.127716
9572,Volcano Momos,Mumbai,Chembur Colony,Chembur Colony,Chinese  Snacks  Italian,400.0,2.9,80,72.8935618,19.0440704
9573,Big Sandwich,Ahmedabad,Navrangpura,Navrangpura,"British,American,Chinese,Beverages",150.0,2.9,80,72.5641854,23.0355882
9574,Rayees Shawarma & Momos,Hyderabad,Himayath Nagar,Himayath Nagar,"Lebanese,Chinese",200.0,2.9,80,78.48466897611767,17.398225038981398
9575,Royal Punjab Restaurant & Bar,Mumbai,Matunga Wadala,Matunga Wadala,North Indian  Chinese,400.0,2.9,80,72.85651397528072,19.02047864817321
9576,Salam Biryani,Chennai,George Town,George Town,"Chinese,North Indian",300.0,2.9,80,80.2747381,13.083673
9577,Appas Gurudev Pizza Sandwich Corner,Pune,Swargate,Swargate,"Pizzas,British,American,Snacks",200.0,2.9,80,73.85290370572457,18.500494850000003
9578,Kekiz The Cake Shop,Pune,Shivaji Nagar,Shivaji Nagar,"Bakery,Desserts",300.0,2.9,80,73.7729748,18.6062334
9579,Punjab Chicken Corner,Delhi,Rohini,Rohini,"Punjabi,North Indian,Tandoor,Chinese",300.0,2.9,80,77.11627651586947,28.75081525
9580,Currynama By Seven Seas,Delhi,Rohini,Rohini,"North Indian,Kebabs,Desserts",800.0,2.9,80,77.11627651586947,28.75081525
9581,Achija Veg Restaurants,Mumbai,Kurla,Kurla,"North Indian,South Indian,Chinese,Beverages",700.0,2.9,80,72.8847136,19.0629954
9582,The Brrgrr Kitchen - By Cafe Bistro,Pune,Bibwewadi,Bibwewadi,"Snacks,Beverages",300.0,2.9,80,73.8754318257952,18.48190885
9583,Fresh Breakfast,Mumbai,Kurla,Kurla,Indian  South Indian  Snacks,250.0,2.9,80,72.8847136,19.0629954
9584,Spice Wok,Kolkata,Central Kolkata,Central Kolkata,Snacks  Mughlai,200.0,2.9,80,88.3587427,22.5724857
9585,Festa Della Pizza,Mumbai,Chembur,Chembur,"Italian,Pizzas",750.0,2.9,80,72.9011399,19.0626319
9586,Gowri Fast Food,Chennai,Purasawalkam,Purasawalkam,"Arabian,North Indian",200.0,2.9,80,80.25542324212729,13.08598976305603
9587,Mealizer,Delhi,Rohini,Rohini,Chinese,300.0,2.9,80,77.11627651586947,28.75081525
9588,Bar Of Burger,Delhi,Rohini,Rohini,"American,Beverages",300.0,2.9,80,77.11627651586947,28.75081525
9589,Ujwal Family Bar And Restaurant,Bangalore,Central Bangalore,Central Bangalore,"Chinese,North Indian,South Indian",800.0,2.9,80,77.5271876,12.9681914
9590,Shakeywakey,Mumbai,Kurla,Kurla,"Beverages,Desserts",400.0,2.9,80,72.8847136,19.0629954
9591,Som Foods And Hospitality Private  Limited,Pune,Kalyani Nagar,Kalyani Nagar,"North Indian,Biryani,Indian,Salads",500.0,2.9,80,73.9025513,18.5481382
9592,Brewers The Coffee Bar,Ahmedabad,Naranpura,Naranpura,"Italian,North Indian,Mexican,Beverages",250.0,2.9,80,72.5601871,23.0553948
9593,Mh 12 Biryani House,Pune,Swargate,Swargate,"Biryani,Indian,Seafood",450.0,2.9,80,73.85290370572457,18.500494850000003
9594,Pizza Point,Pune,Swargate,Swargate,"Pizzas,American,Snacks",300.0,2.9,80,73.85290370572457,18.500494850000003
9595,New Star Hotel,Chennai,Perambur,Perambur,"Biryani,Chinese,South Indian",300.0,2.9,80,80.2444143,13.107719
9596,Tandoor Restaurant & Bar,Pune,Camp,Camp,"North Indian,Chinese,Seafood,Beverages,Biryani,Maharashtrian",400.0,2.9,80,74.5080302,15.8595329
9597,Bunny'S Kitchen,Mumbai,Chembur,Chembur,American  Snacks,300.0,2.9,80,72.9011399,19.0626319
9598,Prerna'S Handcrafted Ice Cream,Mumbai,Kurla,Kurla,"Ice Cream,Desserts,Beverages",400.0,2.9,80,72.8847136,19.0629954
9599,That Idly Place,Hyderabad,Nallakunta & Vidyanagar,Nallakunta & Vidyanagar,"South Indian,Indian,Snacks",150.0,2.9,80,78.5096907,17.4030446
9600,Food Corner Family Restaurent,Chennai,George Town,George Town,"South Indian,Chinese,Beverages",1.0,2.9,80,80.2747381,13.083673
9601,New Sangam Hotel,Hyderabad,Himayath Nagar,Himayath Nagar,"North Indian,Indian,Chinese,Snacks",230.0,2.9,80,78.48466897611767,17.398225038981398
9602,Sandwich Fun,Hyderabad,Himayath Nagar,Himayath Nagar,"Pizzas,Snacks",200.0,2.9,80,78.48466897611767,17.398225038981398
9603,Kurla Chinese & Seekh Paratha Corner,Mumbai,Kurla,Kurla,"Chinese,Indian",400.0,2.9,80,72.8847136,19.0629954
9604,Gully Nukkad,Ahmedabad,Navrangpura,Navrangpura,"Snacks,Indian,British,Italian,Beverages",300.0,2.9,80,72.5641854,23.0355882
9605,Deccan Express,Pune,Swargate,Swargate,Chinese,350.0,2.9,80,73.85290370572457,18.500494850000003
9606,Love To Eat,Chennai,Perambur,Perambur,"Biryani,Chinese,Snacks",350.0,2.9,80,80.2444143,13.107719
9607,Since 2016 Cafe,Kolkata,Salt Lake,Salt Lake,Pizzas  North Indian,500.0,2.9,80,88.41232712421045,22.59175005
9608,Fresh Fried,Kolkata,Central Kolkata,Central Kolkata,"American,Snacks",200.0,2.9,80,88.3587427,22.5724857
9609,Madina Hotel,Pune,Shivaji Nagar,Shivaji Nagar,"North Indian,Biryani",300.0,2.9,80,73.7729748,18.6062334
9610,King Queen Pizza,Chennai,Purasawalkam,Purasawalkam,Snacks,249.0,2.9,80,80.25542324212729,13.08598976305603
9611,A1 Food World,Chennai,Purasawalkam,Purasawalkam,"Chinese,American,Pizzas,Snacks",250.0,2.9,80,80.25542324212729,13.08598976305603
9612,The Platter Hub,Kolkata,Shyam Bazar,Shyam Bazar,"Kebabs,American,Lebanese,Combo",300.0,2.9,80,88.3841474,22.6012775
9613,Silver Spoon,Hyderabad,Himayath Nagar,Himayath Nagar,Snacks  Combo,160.0,2.9,80,78.48466897611767,17.398225038981398
