,Restaurant,City,Area,Address,Food type,Price,Avg ratings,Total ratings,longitude,latitude
5830,Lapaalap,Noida,Sector 3,"Shop 18, E- Block Market, Sector 3, Noida",North Indian,100.0,3.0,5,77.3187567,28.5821309
5831,Fresh Food Factory,Noida,Sector 3,"E-1, Sector 3, Noida","North Indian, Chinese",150.0,3.9,140,77.3173193,28.5810955
5832,Caff�� La Poya,Noida,Sector 30,"10, Kirtimaan Plaza Behind Mother Diary, Sector 30, Noida","Cafe, Continental, Fast Food, Italian",300.0,3.7,164,77.3409391,28.5722363
5833,Elixir Health Caf��,Noida,Sector 30,"10, 1st Floor, Kirtimaan Plaza, Sector 30, Noida","Cafe, Healthy Food, Continental, Italian, Asian",400.0,3.7,131,77.3408326,28.5724711
5834,Radhey Foodz,Noida,Sector 31,"Shop 11, Main Sharma Market, Near New Shiv Mandir, G.B.Nagar, Sector 31, Noida",North Indian,100.0,3.0,4,77.346491,28.576754
5835,The Kitchen,Noida,Sector 31,"G-25, Savitri Market, Sector 31, Noida",North Indian,300.0,2.7,20,77.3394417,28.5791986
5836,Uncle's Treat,Noida,Sector 31,"B-5/9, Sector 31, Noida",Chinese,200.0,3.1,5,77.34303586,28.5793226
5837,Wow! Momo,Noida,Sector 31,"3rd Floor, Food Court, Logix City Center, Sector 32, Near, Sector 31, Noida",Chinese,175.0,2.6,32,77.3536634,28.5743086
5838,Govinda's Restaurant,Noida,Sector 33,"A-5, Opposite NTPC Office, Sector 33, Noida","North Indian, South Indian",150.0,3.0,8,77.3499908,28.5866196
5839,Not Just Dilli,Noida,Sector 33,"Food Court, Logix City Centre, Sector 32, Near Sector 33, Noida",Street Food,225.0,3.2,15,77.3536634,28.5743086
5840,RollsKing,Noida,Sector 33,"12B , 3rd Floor, Logix City Centre, Sector 32, Near Sector 33, Noida",Fast Food,200.0,3.4,22,77.3536634,28.5743086
5841,Chauhan Vatika,Noida,Sector 34,"24, B-12, Sector 34, Noida","North Indian, Mughlai, Chinese",250.0,2.8,28,77.36111,28.5818244
5842,Frozen Stone,Noida,Sector 34,"Food Court, Logix City Centre, Sector 32, Near Sector 34, Noida","Fast Food, Beverages",150.0,3.1,4,77.3536634,28.5743086
5843,Kavita's Restaurant,Noida,Sector 34,"C Block Market, Nilgiri Shopping Complex, Sector 34, Noida","North Indian, Mughlai, Chinese",275.0,2.6,37,77.3636829,28.5835424
5844,Mudrika Food Factory,Noida,Sector 34,"16-A, Block B-8-A, Amaltash Market, Sector 34, Noida","North Indian, Mughlai, Chinese",275.0,2.5,20,77.3573419,28.5838901
5845,Pind Balluchi,Noida,Sector 34,"Shop 215, 2nd Floor, Logix City Centre Mall, Sector 34, Noida","North Indian, Chinese, Mughlai",450.0,2.9,7,77.3536634,28.5743086
5846,Zaffran- Ikshita's Kitchen,Noida,Sector 34,"B-1/300, Aravalli Apartment, Sector 34, Noida",Kashmiri,150.0,3.0,5,77.3577905,28.5840221
5847,Chaayos,Noida,Sector 34,"Ground Floor, Logix City Centre Mall, Near Noida City Center Metro, Sector 34, Noida","Cafe, Tea",200.0,3.6,18,77.3536634,28.5743086
5848,Punjabi Tadka,Noida,Sector 34,"B Block Market, Behind Mother Dairy, Sector 34, Noida","North Indian, Mughlai",225.0,3.7,70,77.360356,28.583684
5849,Heaven's Point,Noida,Sector 37,"341, Near Mother Diary, Arun Vihar, Sector 37, Noida",Fast Food,50.0,3.0,6,77.3425375,28.5691352
5850,Kamboj's,Noida,Sector 37,"AVCC Club, Sector 37, Noida","North Indian, Mughlai, Chinese",400.0,2.8,239,77.3402775,28.5661407
5851,Mexican Pizza,Noida,Sector 37,"Shop 2, Godavari Shopping Complex, Sector 37, Noida","Pizza, Fast Food",250.0,3.4,15,77.3404288,28.5653946
5852,Shahenshah,Noida,Sector 37,"Shop 2, Mukhiya Market, Near MITR Hospital, Sector 37, Noida","North Indian, Mughlai, Chinese",250.0,2.9,7,77.3376836,28.5644063
5853,Snack Chat,Noida,Sector 37,"5, Sharma Market, Sector 37, Noida","Fast Food, Italian",250.0,3.4,23,77.3405146,28.5660756
5854,The Amazing Buger's,Noida,Sector 37,"Shop 21, Godavari Complex, Sector 37, Noida","Fast Food, Burger",200.0,2.9,8,77.3397535,28.5651685
5855,The Black Box,Noida,Sector 37,"Shop 1, Godavari Complex Market, Sector 37, Noida","North Indian, Continental",200.0,3.1,6,77.340435,28.565446
5856,Al Bake,Noida,Sector 37,"Shop 5, Godavari Complex, Sector 37, Noida","Fast Food, Chinese",225.0,3.7,72,77.3403587,28.5654172
5857,Asian Fun,Noida,Sector 37,"Shop 14, Godavari Shopping Complex, Sector 37, Noida",Chinese,350.0,3.8,113,77.340025,28.565491
5858,Burnout,Noida,Sector 37,"Location Varies, Sector 37, Noida","Continental, Mexican, Italian",225.0,3.6,111,77.37565689,28.52998373
5859,Cafe Fusion,Noida,Sector 37,"Shop 10, Sharma Market, Sector 37, Noida","Cafe, Fast Food",175.0,3.7,68,77.34083544,28.56619633
5860,Fit Bites,Noida,Sector 37,"Shop 1, Sharma Market, Arun Vihar, Sector 37, Noida",Healthy Food,400.0,3.7,26,77.340721,28.566297
5861,Go Krazy,Noida,Sector 37,"Shop 7, Godavari Complex, Sector 37, Noida","Italian, Fast Food",200.0,3.5,27,77.3403537,28.565437
5862,Green Restaurant,Noida,Sector 37,"Shop 2, Sharma Market, Sector 37, Noida","North Indian, Chinese, Mughlai",200.0,3.6,47,77.3408326,28.5661948
5863,Hunger Strike,Noida,Sector 37,"Shop 3, Godavari Shopping Complex, Sector 37, Noida","Fast Food, North Indian",200.0,3.7,92,77.3404288,28.5653946
5864,The Munchkart Cafe,Noida,Sector 37,"Shop 38, Godavari Shopping Complex, Arun Vihar, Sector 37, Noida","Fast Food, Chinese",175.0,3.8,34,77.34018199,28.56528114
5865,Thee Pot,Noida,Sector 37,"Shop 17, Godavari Market, Sector 37, Noida","Cafe, Fast Food",200.0,3.7,80,77.3399353,28.5653929
5866,Waffles and Crepes,Noida,Sector 37,"Shop 27, Godavri Market, Sector 37, Noida","Desserts, Beverages",125.0,3.9,66,77.3400699,28.5655401
5867,Bistro 37,Noida,Sector 37,"Shop 11, Godawari Complex, Sector 37, Noida","Fast Food, Chinese",200.0,4.3,1005,77.3397409,28.5652948
5868,Desi Swag,Noida,Sector 37,"Shop 22, Godavari Shopping Complex, Sector 37, Noida","North Indian, Mughlai",250.0,4.3,96,77.340025,28.5653117
5869,Teasta,Noida,Sector 37,"16, Godawari Complex, Sector 37, Noida","Fast Food, Beverages",100.0,4.1,632,77.340025,28.565491
5870,Appu Ghar Express,Noida,Sector 38,"Building 105, Plot A-2, GIP Campus, Sector 38-A, Sector 38, Noida","Fast Food, Chinese",200.0,2.8,63,77.323737,28.5641453
5871,Barista,Noida,Sector 38,"Botanical Garden Metro Station, Ground Floor, Sector 38, Noida",Cafe,325.0,3.0,26,77.334633,28.5640131
5872,Burger King,Noida,Sector 38,"Shop  B, Ground Floor, Botanical Garden Metro Station, Sector 38, Noida","Burger, Fast Food",250.0,3.2,13,77.334633,28.5640131
5873,Keventers,Noida,Sector 38,"SH-161,��Garden��Galleria, Sector 38, Noida",Beverages,200.0,3.1,7,77.3221651,28.5643934
5874,Kenny Rogers Roasters,Noida,Sector 38,"Ground Floor, FB 104, Garden Galleria Mall, Sector 38, Noida",American,650.0,3.7,53,77.3220403,28.5645948
5875,McDonald's,Noida,Sector 38,"Intersection of Worlds of Wonder and Great India Place Mall, Sector 38, Noida","Fast Food, Burger",250.0,3.5,53,77.3254169,28.5664384
5876,Domino's Pizza,Noida,Sector 38,"Ground Floor, Botanical Garden, Metro Station, Sector 38, Noida","Pizza, Fast Food",350.0,2.4,70,77.334211,28.564222
5877,Mr. Brown,Noida,Sector 38,"Botanical Garden Metro Station, Sector 38, Noida","Bakery, Desserts, Fast Food",250.0,4.0,183,77.33417619,28.56437507
5878,Chef's Bar-Be-Que,Noida,Sector 39,"C 102 A, 13/14, Near Sector 39, Noida","North Indian, Mughlai, Chinese",325.0,3.4,69,77.3498054,28.5672202
5879,Shanghai Dreams,Noida,Sector 39,"C Block Market, Sector 39, Noida",Chinese,200.0,3.0,4,77.34990894,28.56699945
5880,F-all (Food for All),Noida,Sector 40,"Sector 40, Noida","North Indian, Chinese, Fast Food",200.0,3.4,24,77.3568036,28.5651898
5881,2 Bros Kitchen,Noida,Sector 41,"Plot 14, C-98, Sector 41, Noida","North Indian, Chinese, Fast Food",300.0,3.2,364,77.36176707,28.56952163
5882,Baskin Robbins,Noida,Sector 41,"Near Theos/ HP Petrol Pump, Main Dadri Road, Sector 41, Noida",Ice Cream,150.0,3.3,12,77.3607699,28.561368
5883,Big Bone - The Meat Shop,Noida,Sector 41,"Shop 13, C Block Market, Sector 41, Noida","Raw Meats, Fast Food",175.0,3.1,16,77.3618278,28.5692496
5884,Biryani House,Noida,Sector 41,"C block market, sector 41, Noida","Biryani, North Indian",150.0,3.1,9,77.36170672,28.56920834
5885,China Hot,Noida,Sector 41,"C Block Market, Sector 41, Noida",Chinese,200.0,2.9,22,77.3618487,28.5697922
5886,City Hut,Noida,Sector 41,"Near HP Petrol Pump, Main Dadri Road, Sector 41, Noida","North Indian, Chinese",350.0,2.5,27,77.3591531,28.5615185
5887,Defence Bakery,Noida,Sector 41,"30, C Block Market, Sector 41, Noida","Bakery, Fast Food",75.0,3.4,117,77.361986,28.5689914
5888,Dhabha 27,Noida,Sector 41,"Sector 41, Noida","Mughlai, Chinese",250.0,3.2,5,77.3629392,28.5662049
5889,Faasos,Noida,Sector 41,"C-11/98, Sector 41, Noida","North Indian, Fast Food",300.0,3.1,10,77.3616483,28.569412
5890,Green Chick Chop,Noida,Sector 41,"C-98/18, Sector 41, Noida","Raw Meats, North Indian, Fast Food",175.0,2.7,25,77.3618197,28.5692859
5891,JSB Evergreen Cool Point,Noida,Sector 41,"25, C Block Market, Sector 41, Noida","North Indian, Chinese, Fast Food, Mithai",225.0,2.9,56,77.3620195,28.569218
5892,JSB Evergreen Snack & Sweets,Noida,Sector 41,"C Block Market, Sector 41, Noida","North Indian, Chinese, Fast Food, Street Food",150.0,3.2,41,77.3619175,28.5693477
5893,Keventers,Noida,Sector 41,"Glued Reloaded, Dynamic House, Opposite Petrol Bunk, Dadri Main Road, Sector 41, Noida",Beverages,200.0,2.9,4,77.3609306,28.5614537
5894,More Than Cafe,Noida,Sector 41,"Shop 12, C Block Market, Sector 41, Noida","Cafe, Continental, Fast Food",200.0,3.3,39,77.3618306,28.569207
5895,Mutfi,Noida,Sector 41,"Sector 41, Noida","North Indian, Seafood, Bengali",300.0,3.3,15,77.3603093,28.5613668
5896,Nawabi Mughlai Zaika,Noida,Sector 41,"Sector 41, Noida","North Indian, Mughlai",275.0,3.2,34,77.360265,28.561485
5897,Ovenstory Pizza,Noida,Sector 41,"Sector 41, Noida","Pizza, Fast Food",250.0,3.3,26,77.366334,28.565118
5898,ProFit Kitchen,Noida,Sector 41,"Opposite Shani Mandir, Sector 41, Noida",Healthy Food,300.0,3.4,21,77.3592512,28.5614308
5899,Public Cafe,Noida,Sector 41,"Near HP Petrol Pump, Main Dadri Road, Sector 41, Noida","Fast Food, Beverages",225.0,2.5,13,77.35881027,28.56145334
5900,The Chickmunks Express,Noida,Sector 41,"Sector 41, Noida","Fast Food, Italian, North Indian, Chinese",650.0,3.0,6,77.360571,28.565447
5901,Time to Tea,Noida,Sector 41,"C-98/27, Jain Road, Sector 41, Noida","Fast Food, Beverages",175.0,3.4,66,77.3620072,28.5689975
5902,Twenty Four Seven,Noida,Sector 41,"RK Service Station, Sector 41, Noida","Fast Food, North Indian",150.0,3.0,6,77.3583449,28.5614837
5903,Virundu,Noida,Sector 41,"H Block, Sector 41, Noida",South Indian,150.0,2.8,10,77.361169,28.5656
5904,Be Bhukkad,Noida,Sector 41,"Aghapur, Sector 41, Noida","North Indian, Mughlai",350.0,3.6,43,77.363015,28.563578
5905,Behrouz Biryani,Noida,Sector 41,"Sector 41, Noida",Biryani,300.0,3.5,63,77.361455,28.569307
5906,Bistro 365,Noida,Sector 41,"N.P Plaza, Main Dadri Road, Agghapur, Sector 41, Noida","Cafe, North Indian, Chinese",250.0,3.7,27,77.36045983,28.56136235
5907,Engineers Da Dhaba,Noida,Sector 41,"Shop 2, Street 1, Aghapur, Sector 41, Noida",North Indian,200.0,3.6,38,77.36013662,28.56132431
5908,Hungry Minister,Noida,Sector 41,"Shop 6, Gautam Budh Nagar, Sector 41, Noida","Continental, Mexican, Fast Food, Chinese",200.0,3.5,29,77.3522612,28.5615785
5909,Kake Da Hotel,Noida,Sector 41,"Shop 1-2, Gautam Budh Nagar, Sector 41, Noida","North Indian, Mughlai",350.0,3.5,63,77.3612895,28.5612185
5910,Peshawari Delux Restaurant,Noida,Sector 41,"C Block Market, Sector 41, Noida","North Indian, Chinese",350.0,2.4,52,77.361974,28.5689197
5911,WTF - World's Tastiest Food,Noida,Sector 41,"Sector 41, Noida","North Indian, Chinese",400.0,2.4,5,77.35858697,28.56337153
5912,Salato Salad Studio,Noida,Sector 41,"Block C Road, Sector 41, Noida","Salad, Continental",250.0,4.1,43,77.362094,28.569279
5913,AB Fast N Food,Noida,Sector 44,"2, Main Market, Opposite Easy Day Supermarket, Sector 44, Noida",Fast Food,100.0,2.7,6,77.3374886,28.5546617
5914,Cafe Onion Rings,Noida,Sector 44,"Near HP Petrol Pump, Dadri Road, Sector 44, Noida","North Indian, Chinese, Fast Food",250.0,2.9,52,77.3382907,28.56470841
5915,Club 44,Noida,Sector 44,"A Block Market, Above Andhra Bank, Sector 44, Noida",North Indian,400.0,3.2,11,77.3321849,28.5580118
5916,Indian Curry House,Noida,Sector 44,"Sector 44, Noida","North Indian, Chinese",300.0,3.1,9,77.35743094,28.56198634
5917,Krunchies,Noida,Sector 44,"Shop 2, Bhanu Market, Opposite Valley Bazar, Sector 44, Noida",Fast Food,100.0,2.5,19,77.3373827,28.5543914
5918,Platefull,Noida,Sector 44,"A-18, A Block Commercial Market, Sector 44, Noida","North Indian, Chinese",300.0,3.4,18,77.3323268,28.5579734
5919,Sanghai Food,Noida,Sector 44,"Pearl Gateway Tower, Near Gulmohar Garden, Sector 44, Noida",Chinese,225.0,2.9,15,77.3361665,28.5599265
5920,Shadev Saini Dhaba,Noida,Sector 44,"Main Dadri Road, Village Chhalera, Sector 44, Noida",North Indian,100.0,3.0,7,77.3400334,28.560602
5921,Wasim Biryani Center,Noida,Sector 44,"Near Saba Apartment, Main Dadri Road, Sector 44, Noida",North Indian,200.0,2.8,8,77.3400007,28.5607636
5922,Hungry - I,Noida,Sector 44,"20, A Block Market, Near Amity School, Sector 44, Noida","Cafe, Italian, Chinese, Continental",275.0,3.7,431,77.3323527,28.5579975
5923,Smoking Tikka,Noida,Sector 44,"Plot 109, Sector 44, Noida","North Indian, Chinese, Fast Food",300.0,3.7,47,77.3385357,28.5545389
5924,The Fusion Food Stand,Noida,Sector 44,"Shop 6, A-15, Sector 44, Noida","Chinese, Thai, Fast Food",325.0,3.8,40,77.3322975,28.5579718
5925,#Urban Caf��,Noida,Sector 45,"LG-06, Amrapali Arcade 1, Amrapali Sapphire, Sector 45, Noida","North Indian, Chinese, Italian",325.0,3.3,49,77.3441526,28.5485744
5926,Quick Grabs,Noida,Sector 45,"Shop 13, UG, Amrapali Sapphire Shopping Complex, Sector 45, Noida","North Indian, Chinese",275.0,3.1,80,77.3440629,28.5489246
5927,The Roll Van,Noida,Sector 45,"Plot 1, Sector 45, Noida","North Indian, Mughlai",250.0,2.9,4,77.3451396,28.5503712
5928,Noida Cakes Online,Noida,Sector 47,"Sector 47, Noida",Bakery,150.0,3.0,9,77.3636066,28.5593943
5929,The Epicureans,Noida,Sector 47,"B-101, Near HDFC Bank, Sector 46, Near Sector 47, Noida","North Indian, Mughlai, Chinese",325.0,3.4,20,77.3728126,28.5480976
5930,Adhikari Fast Food Corner,Noida,Sector 48,"Shop 3, Near Samvedana Hospital, Sector 48, Noida","Chinese, Fast Food",200.0,2.8,5,77.3678917,28.5572741
5931,Amrit's Agni Multi Cuisine Restaurant,Noida,Sector 48,"M-7, 1st Floor, Opposite Samvedana Hospital, Sector 48, Noida","North Indian, Chinese",275.0,2.9,4,77.3676875,28.5574096
5932,Punjabi Chaska,Noida,Sector 48,"1, Opposite Samvedna Hospital, Sector 48, Noida","North Indian, Mughlai, Chinese",275.0,3.0,27,77.3681581,28.5571046
5933,The Choco Shop,Noida,Sector 48,"Sector 48, Noida",Bakery,350.0,3.0,5,77.3682751,28.5571526
5934,The Taste,Noida,Sector 48,"Opposite Samvedna Hospital, Sector 48, Noida","Bakery, Fast Food",250.0,3.1,7,77.3678243,28.5574263
5935,Tibb's Frankie,Noida,Sector 48,"Food Court, Shopping Planet, Near Value Bazaar, Sector 48, Noida",Fast Food,125.0,3.4,22,77.3727931,28.5551493
5936,Domino's Pizza,Noida,Sector 48,"Shop 29 & 30, Ground Floor, Shopping Planet, Plot 232A/1, Block C, Sector 48, Noida","Pizza, Fast Food",350.0,2.3,38,77.3729825,28.5555542
5937,Public Cafe,Noida,Sector 48,"2, Shopping Planet, Sector 48, Noida","Fast Food, Beverages",225.0,2.4,7,77.373221,28.5556159
5938,Chocopur,Noida,Sector 49,"Near HDFC ATM, Sector 49, Noida","Bakery, Desserts",250.0,3.0,11,77.3719832,28.5573976
5939,Sweta Restaurant,Noida,Sector 49,"Barola, Near OBC Bank, Dadri Main Road, Sector 49, Noida",North Indian,200.0,3.2,61,77.3706065,28.5596943
5940,Flames of Tandoor,Noida,Sector 49,"Main DSC Road, Near OBC Bank, Sector 49, Noida","North Indian, Mughlai",225.0,3.5,76,77.37059221,28.56042768
5941,Kuppies,Noida,Sector 5,"A-100, 2nd Floor, Sector 5, Noida","Bakery, Desserts",125.0,3.8,89,77.3234175,28.5887703
5942,The Urban Chulha,Noida,Sector 5,"I-10, Harola, Near Sector 5, Noida",North Indian,150.0,3.5,87,77.3245004,28.5878734
5943,Cafe Coffee Day,Noida,Sector 50,"Shop B-1-23, Sector 50, Noida",Cafe,225.0,2.7,42,77.3619175,28.5705134
5944,Choco House,Noida,Sector 50,"F-28, Sector 50, Noida",Desserts,225.0,3.4,18,77.361738,28.5695102
5945,DCK- Dana Choga's Kitchen,Noida,Sector 50,"B-1/52, Central Market, Sector 50, Noida","North Indian, Mughlai",400.0,2.7,340,77.3620969,28.5702613
5946,Fresh and Fit Ghar Ka Khana,Noida,Sector 50,"F Block, Sector 50, Noida","North Indian, Healthy Food, Rajasthani",200.0,3.1,10,77.3619772,28.5702807
5947,Hungry Ullu,Noida,Sector 50,"Main Market, Sector 50, Noida",Fast Food,250.0,3.3,141,77.3640969,28.56872955
5948,Khidmat,Noida,Sector 50,"Shop B-1/56, Central Market, Sector 50, Noida","North Indian, Mughlai, Chinese",375.0,3.4,369,77.3621286,28.5699073
5949,Lahori Restaurant,Noida,Sector 50,"B-1/28, Central Market, Above Archies, Sector 50, Noida","North Indian, Chinese",400.0,2.5,206,77.361983,28.5705071
5950,New Chinese Chilli Sizzler,Noida,Sector 50,"Near Vodafone Store, Central Market, Sector 50, Noida",Chinese,200.0,2.7,53,77.3621117,28.5699059
5951,Nirmala's,Noida,Sector 50,"Shop 1, Near Neo Hospital, Sector 50, Noida","North Indian, Chinese",225.0,3.4,51,77.3704026,28.5694331
5952,Prime Bakery,Noida,Sector 50,"Shop 4, Skytech Matrott, Sector 76, Near Sector 50, Noida","Bakery, Mithai",150.0,3.0,11,77.3864967,28.5709428
5953,Royal Empire Meat Shop,Noida,Sector 50,"B-1/48, Central Market, Sector 50, Noida","Raw Meats, Fast Food",200.0,3.4,29,77.362366,28.5702866
5954,Southern Treat,Noida,Sector 50,"B-1/32, Central Market, Sector 50, Noida",South Indian,250.0,2.8,113,77.3620969,28.5703509
5955,Subway,Noida,Sector 50,"B-1/24, Central Market, Near City Centre Metro Station, Sector 50, Noida","American, Fast Food, Salad, Healthy Food",250.0,2.5,165,77.3619175,28.5705134
5956,The Chickmunks Caf��,Noida,Sector 50,"B-1/39 Central, Sector 50, Noida","Fast Food, Cafe, Italian, North Indian, Chinese",275.0,3.2,48,77.3623092,28.5706018
5957,The FLIP Cafe,Noida,Sector 50,"Sector 50, Noida","Italian, Continental, North Indian, Chinese",325.0,2.6,147,77.3623212,28.5697892
5958,Yo! China,Noida,Sector 50,"B-1/29, Sector 50, Noida",Chinese,650.0,2.5,252,77.3620447,28.5703164
5959,Gopala,Noida,Sector 50,"B-1/7, Central Market, Sector 50, Noida","Mithai, Street Food",125.0,3.6,69,77.3619175,28.570872
5960,R.I.P Cafe & Lounge,Noida,Sector 50,"B-1/61, Central Market, Sector 50, Noida",Cafe,350.0,3.5,203,77.362497,28.5699968
5961,Chawla's�_,Noida,Sector 50,"B-1/54, Central Market, Sector 50, Noida","North Indian, Mughlai, Chinese",400.0,2.3,91,77.3620969,28.5702613
5962,Domino's Pizza,Noida,Sector 50,"B-1/55, Central Market, Sector 50, Noida","Pizza, Fast Food",350.0,2.4,161,77.3621039,28.5699792
5963,Nazeer Foods,Noida,Sector 50,"Central Market, Sector 50, Noida","Mughlai, North Indian",300.0,2.3,12,77.361896,28.5704704
5964,Night Food Xprs,Noida,Sector 50,"Main Dadri Road, Aggapur, sector 41, Sector 50, Noida","North Indian, Chinese",250.0,2.3,115,77.3621866,28.5702697
5965,Pizza Hut Delivery,Noida,Sector 50,"B-1/32, Central Market, Sector 50, Noida","Italian, Pizza, Fast Food",400.0,2.3,173,77.3620973,28.5703849
5966,The Caspian,Noida,Sector 50,"B-1/14, Central Market, Sector 50, Noida","North Indian, Chinese",650.0,2.4,56,77.3624456,28.5708499
5967,The Noodle Box Co.,Noida,Sector 50,"B-1/26, Central Market, Sector 50, Noida","Chinese, Thai, Asian",375.0,2.4,137,77.3617899,28.5704635
5968,WTF - World's Tastiest Food,Noida,Sector 50,"Sector 50, Noida","North Indian, Chinese",400.0,2.4,21,77.37062,28.5728
5969,Biryani By Kilo,Noida,Sector 50,"Sector 50, Noida","Biryani, Mughlai",350.0,4.1,126,77.3617829,28.5704559
5970,Kalpak Restaurant & Cafe,Noida,Sector 50,"Shop 34-35, Central Market, Sector 50, Noida","North Indian, Chinese",650.0,4.3,150,77.3625098,28.5704437
5971,Theos,Noida,Sector 50,"B-1/20, Central Market, Sector 50, Noida","Desserts, Bakery, Fast Food",250.0,4.1,516,77.3619175,28.570603
5972,Aamantran Bangla,Noida,Sector 51,"Sector 51, Noida","Bengali, North Indian",325.0,2.7,27,77.3670311,28.5780783
5973,Paco Meals,Noida,Sector 51,"Sector 51, Noida","North Indian, Chinese, Fast Food",75.0,2.8,11,77.3674796,28.5582143
5974,Reena Restaurant,Noida,Sector 51,"B-1/23, Sector 51, Noida","North Indian, Chinese, South Indian",175.0,2.7,9,77.3624558,28.5782751
5975,Sanskriti Foods,Noida,Sector 51,"Near Vrinda Garden, Hoshiarpur Village, Sector 51, Noida","North Indian, Chinese",325.0,3.1,29,77.3676591,28.5832481
5976,Biryani Vice,Noida,Sector 51,"H-38, Sector 51, Noida","North Indian, Biryani",250.0,3.6,19,77.369257,28.578194
5977,Dietwholic,Noida,Sector 51,"H 38, Sector 51, Noida","Healthy Food, North Indian, Chinese, Continental",300.0,3.7,142,77.3693635,28.5782979
5978,Goldenplates,Noida,Sector 51,"Gali 4, Main Road Hoshiarpur, Near Red Light, Sector 51, Noida","North Indian, Mughlai, Chinese, Fast Food",300.0,3.6,33,77.3664928,28.5822417
5979,Mishti's Kitchen,Noida,Sector 51,"H-38, Sector 51, Noida","Chinese, Mughlai",275.0,3.6,49,77.3692738,28.5781101
5980,Shahenshah,Noida,Sector 51,"Near City Center Metro Station, Noida, Sector 51, Noida","North Indian, Mughlai, Chinese",250.0,3.5,61,77.3665825,28.5825191
5981,Slice of Italy,Noida,Sector 51,"7/8/9, VDS Market, Sector 51, Noida","Italian, Pizza, Bakery",350.0,2.3,230,77.3720794,28.585893
5982,Bebbe Da Degh,Noida,Sector 52,"Shop 2, Sharma Market, Near Indian Overseas Bank, Sector 52, Noida",North Indian,400.0,3.2,65,77.3625455,28.5867115
5983,Chauhan Hotel,Noida,Sector 52,"Main Road, Opposite Sector 51, Sector 52, Noida",North Indian,75.0,2.9,11,77.367691,28.5833075
5984,Kaka Ji Restaurant,Noida,Sector 53,"Sector 53, Noida,","North Indian, Mughlai",400.0,2.9,6,77.3607512,28.5906666
5985,Lazzez's,Noida,Sector 53,"K-1-4, Kanchanjunga Market, Sector 53, Noida","North Indian, Mughlai, Chinese, Raw Meats",300.0,2.9,25,77.3625937,28.5953748
5986,Mithaas Sweets,Noida,Sector 53,"Ground Floor, Ashirwad Complex, Sector 53, Noida","North Indian, Chinese, South Indian, Mithai",325.0,3.1,39,77.362305,28.5955626
5987,Mithaas,Noida,Sector 53,"G-20, Ground Floor, Ashirwad Complex, Sector 53, Noida","North Indian, Chinese, South Indian, Mithai",325.0,3.2,193,77.3630838,28.5863139
5988,Tandoori Corner,Noida,Sector 53,"Main Road, Gijhor, Near CNG Pump, Sector 53, Noida","North Indian, Mughlai, Chinese",250.0,2.6,9,77.3596121,28.5900318
5989,Culinate,Noida,Sector 53,"Shop 6-A, B Block Market, Sector 53, Noida","Continental, Fast Food, Asian, Italian",250.0,3.8,200,77.365506,28.5913835
5990,Haaochi,Noida,Sector 53,"Gurukripa Bhawan, Sector 53, Noida",Chinese,300.0,3.5,123,77.3631735,28.5878465
5991,Flying Cakes,Noida,Sector 53,"Shop 37, Kanchanjunga Market, Near Shoprix Mall, Sector 53, Noida",Bakery,175.0,2.1,56,77.362366,28.5955703
5992,Taste In Box,Noida,Sector 53,"Shop 28, Kanchanjunga Market, Sector 53, Noida","North Indian, Chinese",250.0,2.3,23,77.3623312,28.5956935
5993,Snacks Point,Noida,Sector 55,"17, A Block Market, Sector 55, Noida",Chinese,75.0,2.9,4,77.3469342,28.6070243
5994,B Tamang Chineese,Noida,Sector 56,"Shop 4/7, E Block Market, Sector 56, Noida",Chinese,150.0,2.9,4,77.3428293,28.6033018
5995,Foodelicious,Noida,Sector 56,"E-4/20, Om Sai Market, Sector 56, Noida","North Indian, Chinese, Mughlai",250.0,3.1,144,77.3427967,28.6033255
5996,The Cake Masters,Noida,Sector 56,"B-103, Near B Block Park, Sector 56, Noida","Bakery, Desserts",250.0,2.5,7,77.3429861,28.6032453
5997,Barista,Noida,Sector 58,"EXL Tower, 5, A-94/4, 5, Sector 58, Noida",Cafe,325.0,3.0,7,77.3576192,28.6045901
5998,Barista,Noida,Sector 58,"A 48, EXL Tower 3, Sector 58, Noida",Cafe,325.0,2.9,5,77.358741,28.6048659
5999,The Gourmet Shack,Noida,Sector 58,"L-1, Bishenpura, Sector 58, Noida","Continental, American",300.0,3.3,15,77.35685091,28.60756944
6000,"Vanshika Indian, Chinese, & Parantha Corner",Noida,Sector 58,"D-15, Bhai Ji Market, Near Bishanpura Village, Sector 58, Noida","Chinese, North Indian",150.0,3.1,29,77.3597643,28.6086827
6001,Yes Bosz Food Plaza,Noida,Sector 58,"C-3, 2nd Floor, Sector 58, Noida","North Indian, Chinese",200.0,2.7,15,77.362444,28.6072953
6002,Nite Bites,Noida,Sector 59,"D 5, Logic Infotech Park, Sector 59, Noida","North Indian, Chinese, Fast Food",325.0,2.7,8,77.3723239,28.6080732
6003,Shankar Fast Food,Noida,Sector 59,"D-16, B Block, Near HCL Call Center, Sector 59, Noida","North Indian, Chinese",150.0,2.7,15,77.3626026,28.6088161
6004,Shivam Fast Food,Noida,Sector 59,"Shop 1, C Block, Near HCL Call Center, Sector 59, Noida","North Indian, South Indian, Chinese",175.0,2.9,12,77.3626134,28.6088444
